date,platform,product_category,model_name,condition,launch_price_usd,launch_price_inr,current_price_usd,current_price_inr,discount_pct,sale_event,stock_status,rating,reviews_count,z_score
18-04-2022,Amazon,Watch,Apple Watch Series 6 ,New,429,42042,329.64,32097.23,0.232,Regular Sale,In Stock,4.5,2316,-0.942666628
18-04-2022,Flipkart,Watch,Apple Watch Series 7 (45mm),New,429,42042,424.95,42308.31,0.009,Regular Sale,In Stock,4.4,852,-0.716346558
18-04-2022,Amazon,Watch,Apple Watch Series 7 (45mm),Referbished,429,42042,345.27,29874.25,0.195,Regular Sale,In Stock,4.4,430,-0.991937126
18-04-2022,Amazon,Watch,Apple Watch Series 7 (45mm),New,429,42042,433.16,41625.52,-0.01,Regular Sale,Low Stock,4.3,1000,-0.731480029
18-04-2022,Flipkart,Mac,MacBook Pro 14-inch M1 Pro 512GB,New,1999,195902,1969.29,196622.3,0.015,Regular Sale,In Stock,4.5,478,2.703894304
18-04-2022,Flipkart,Mac,MacBook Pro 14-inch M1 Pro 512GB,New,1999,195902,2028.26,201325.65,-0.015,Regular Sale,In Stock,4.3,719,2.808140133
18-04-2022,Flipkart,iPad,iPad (9th Gen) 64GB,New,329,32242,326.59,31840.96,0.007,Regular Sale,In Stock,4.3,896,-0.948346639
18-04-2022,Flipkart,iPad,iPad (9th Gen) 64GB,Referbished,329,32242,277.18,23177.68,0.158,Regular Sale,Low Stock,4.4,727,-1.140361014
18-04-2022,Flipkart,iPad,iPad (9th Gen) 64GB,New,329,32242,324.45,31493.74,0.014,Regular Sale,In Stock,4.2,708,-0.956042481
18-04-2022,Flipkart,iPad,iPad Air (4th Gen) 64GB,Referbished,599,58702,398.84,34273.14,0.334,Regular Sale,In Stock,3.9,1362,-0.894439398
18-04-2022,Flipkart,iPad,iPad Air (5th Gen) 64GB,New,599,58702,604.17,58408.89,-0.009,Regular Sale,In Stock,4.3,152,-0.359490633
18-04-2022,Amazon,iPad,iPad Air (5th Gen) 64GB,New,599,58702,610.16,59178.1,-0.019,Regular Sale,Out of Stock,4.5,121,-0.342441735
18-04-2022,Amazon,iPad,iPad Pro 11-inch (M1) 128GB,New,799,78302,783.21,75294.42,0.02,Regular Sale,Low Stock,4.5,1843,0.014763054
18-04-2022,Flipkart,iPad,iPad Pro 11-inch (M1) 128GB,New,799,78302,793.37,76732.99,0.007,Regular Sale,In Stock,4.9,1218,0.046647758
18-04-2022,Flipkart,iPhone,iPhone 12 64GB,Referbished,799,78302,510.52,43977.99,0.361,Regular Sale,Low Stock,4.4,2066,-0.679339494
18-04-2022,Amazon,iPhone,iPhone 12 Pro 128GB,New,999,97902,915.39,91258.9,0.084,Regular Sale,In Stock,4.4,2555,0.368602435
18-04-2022,Flipkart,iPhone,iPhone 13 128GB,New,799,78302,791.16,78646.32,0.01,Regular Sale,In Stock,4.9,398,0.089055121
18-04-2022,Amazon,iPhone,iPhone 13 128GB,Referbished,799,78302,662.77,56112.96,0.17,Regular Sale,In Stock,3.8,950,-0.410378006
18-04-2022,Amazon,iPhone,iPhone 13 Pro Max 256GB,Referbished,1199,117502,981.58,83317.11,0.181,Regular Sale,In Stock,4,538,0.192579285
19-04-2022,Flipkart,Watch,Apple Watch Series 6 ,New,429,42042,332.94,32798.92,0.224,Regular Sale,In Stock,4.9,1614,-0.927114255
19-04-2022,Flipkart,Watch,Apple Watch Series 6 ,New,429,42042,327.24,32337.04,0.237,Regular Sale,In Stock,4.6,2338,-0.93735144
19-04-2022,Amazon,Watch,Apple Watch Series 7 (45mm),New,429,42042,426.55,41866.46,0.006,Regular Sale,In Stock,4.8,457,-0.726139795
19-04-2022,Amazon,Mac,MacBook Air M1 256GB,New,999,97902,891.37,86791.34,0.108,Regular Sale,In Stock,4.2,2525,0.269582695
19-04-2022,Flipkart,Mac,MacBook Pro 14-inch M1 Pro 512GB,Referbished,1999,195902,1627.99,138832.75,0.186,Regular Sale,In Stock,4.4,336,1.423037135
19-04-2022,Flipkart,iPad,iPad (9th Gen) 64GB,Referbished,329,32242,241.01,20412.58,0.267,Regular Sale,In Stock,4.2,1007,-1.201647148
19-04-2022,Amazon,iPad,iPad (9th Gen) 64GB,New,329,32242,330.68,32018.72,-0.005,Regular Sale,Out of Stock,4.3,1073,-0.944406737
19-04-2022,Flipkart,iPad,iPad (9th Gen) 64GB,New,329,32242,330.98,31803.1,-0.006,Regular Sale,In Stock,4.8,1115,-0.949185774
19-04-2022,Flipkart,iPad,iPad (9th Gen) 64GB,New,329,32242,323.97,31801.28,0.015,Regular Sale,Low Stock,4.8,1018,-0.949226113
19-04-2022,Flipkart,iPad,iPad Air (4th Gen) 64GB,New,599,58702,495.13,48679.74,0.173,Regular Sale,In Stock,4.3,825,-0.575129127
19-04-2022,Amazon,iPad,iPad Air (4th Gen) 64GB,Referbished,599,58702,377.64,32572.58,0.37,Regular Sale,In Stock,3.9,2154,-0.932130892
19-04-2022,Flipkart,iPad,iPad Air (5th Gen) 64GB,New,599,58702,603.38,60182.35,-0.007,Regular Sale,In Stock,4.5,216,-0.320183372
19-04-2022,Amazon,iPad,iPad Air (5th Gen) 64GB,New,599,58702,601.57,59868.06,-0.004,Regular Sale,In Stock,4.7,102,-0.327149347
19-04-2022,Amazon,iPad,iPad Pro 11-inch (M1) 128GB,New,799,78302,790.94,78600.19,0.01,Regular Sale,In Stock,4.8,1103,0.088032688
19-04-2022,Flipkart,iPad,iPad Pro 11-inch (M1) 128GB,New,799,78302,794.26,79047.62,0.006,Regular Sale,In Stock,4.8,1238,0.097949601
19-04-2022,Flipkart,iPad,iPad Pro 11-inch (M1) 128GB,Referbished,799,78302,675.13,57678.12,0.155,Regular Sale,In Stock,4.4,776,-0.375687541
19-04-2022,Flipkart,iPhone,iPhone 12 64GB,New,799,78302,703.32,68593.25,0.12,Regular Sale,In Stock,4.8,2261,-0.13376279
19-04-2022,Amazon,iPhone,iPhone 12 64GB,Referbished,799,78302,576.28,49356.91,0.279,Regular Sale,In Stock,4.2,2826,-0.560120219
19-04-2022,Flipkart,iPhone,iPhone 12 64GB,New,799,78302,694.75,69209.92,0.13,Regular Sale,Low Stock,4.8,1925,-0.120094813
19-04-2022,Amazon,iPhone,iPhone 12 Pro 128GB,New,999,97902,886.74,85589.13,0.112,Regular Sale,In Stock,4.6,2389,0.242936713
19-04-2022,Amazon,iPhone,iPhone 12 Pro 128GB,New,999,97902,914.21,89238.55,0.085,Regular Sale,In Stock,4.8,2554,0.323823063
19-04-2022,Flipkart,iPhone,iPhone 13 128GB,New,799,78302,803.71,77278.03,-0.006,Regular Sale,In Stock,4.5,668,0.058728114
19-04-2022,Flipkart,iPhone,iPhone 13 128GB,Referbished,799,78302,555.13,46458.18,0.305,Regular Sale,In Stock,4.2,1015,-0.624368151
19-04-2022,Amazon,iPhone,iPhone 13 Pro Max 256GB,New,1199,117502,1194.56,116259.18,0.004,Regular Sale,In Stock,4.8,1080,0.922712787
20-04-2022,Amazon,Watch,Apple Watch Series 6 ,New,429,42042,335.29,33284.65,0.218,Regular Sale,In Stock,4.7,2964,-0.916348455
20-04-2022,Amazon,Watch,Apple Watch Series 7 (45mm),New,429,42042,434.51,43261.48,-0.013,Regular Sale,In Stock,4.3,868,-0.69522034
20-04-2022,Flipkart,Mac,MacBook Air M1 256GB,Referbished,999,97902,696.07,60104.55,0.303,Regular Sale,In Stock,4.4,1103,-0.321907744
20-04-2022,Amazon,Mac,MacBook Pro 14-inch M1 Pro 512GB,New,1999,195902,2022.25,194593.76,-0.012,Regular Sale,Low Stock,4.9,955,2.658933407
20-04-2022,Flipkart,iPad,iPad (9th Gen) 64GB,Referbished,329,32242,257.93,21839.16,0.216,Regular Sale,Out of Stock,4.3,932,-1.170028193
20-04-2022,Flipkart,iPad,iPad Air (5th Gen) 64GB,New,599,58702,597.98,59430.68,0.002,Regular Sale,In Stock,4.8,209,-0.33684351
20-04-2022,Amazon,iPhone,iPhone 12 64GB,New,799,78302,691.6,67167.92,0.134,Regular Sale,In Stock,4.5,1621,-0.16535404
20-04-2022,Flipkart,iPhone,iPhone 13 Pro Max 256GB,Referbished,1199,117502,877.66,74327.67,0.268,Regular Sale,Out of Stock,4.3,484,-0.006664154
20-04-2022,Flipkart,iPhone,iPhone 13 Pro Max 256GB,New,1199,117502,1177.04,115948.65,0.018,Regular Sale,In Stock,4.6,631,0.915830148
20-04-2022,Flipkart,iPhone,iPhone 13 Pro Max 256GB,New,1199,117502,1214.84,117098.48,-0.013,Regular Sale,In Stock,4.4,322,0.941315171
21-04-2022,Flipkart,Mac,MacBook Air M1 256GB,New,999,97902,894.38,86900.63,0.105,Regular Sale,In Stock,4.8,1804,0.272005016
21-04-2022,Flipkart,Mac,MacBook Air M1 256GB,New,999,97902,898.94,87775.19,0.1,Regular Sale,In Stock,4.7,1343,0.291388909
21-04-2022,Amazon,Mac,MacBook Air M1 256GB,New,999,97902,895.25,88369.67,0.104,Regular Sale,In Stock,4.7,2303,0.304565063
21-04-2022,Flipkart,Mac,MacBook Pro 14-inch M1 Pro 512GB,New,1999,195902,2004.35,198673.57,-0.003,Regular Sale,In Stock,4.5,977,2.749358992
21-04-2022,Amazon,Mac,MacBook Pro 14-inch M1 Pro 512GB,New,1999,195902,2008.76,194129.64,-0.005,Regular Sale,Out of Stock,4.3,506,2.648646574
21-04-2022,Amazon,iPad,iPad (9th Gen) 64GB,New,329,32242,327.3,31824.61,0.005,Regular Sale,In Stock,4.3,1064,-0.948709023
21-04-2022,Flipkart,iPad,iPad (9th Gen) 64GB,Referbished,329,32242,237.23,19818.13,0.279,Regular Sale,In Stock,4,536,-1.214822637
21-04-2022,Amazon,iPad,iPad Air (4th Gen) 64GB,New,599,58702,507.1,48819.9,0.153,Regular Sale,In Stock,4.9,2870,-0.572022598
21-04-2022,Amazon,iPad,iPad Air (5th Gen) 64GB,Referbished,599,58702,493.47,42569.43,0.176,Regular Sale,In Stock,4.3,202,-0.710559051
21-04-2022,Flipkart,iPad,iPad Pro 11-inch (M1) 128GB,New,799,78302,808.99,79467.94,-0.013,Regular Sale,In Stock,4.8,1199,0.107265643
21-04-2022,Flipkart,iPad,iPad Pro 11-inch (M1) 128GB,New,799,78302,802.1,79970.27,-0.004,Regular Sale,In Stock,4.4,1649,0.118399368
21-04-2022,Amazon,iPad,iPad Pro 11-inch (M1) 128GB,New,799,78302,790.03,75902.11,0.011,Regular Sale,In Stock,4.3,1339,0.028231995
21-04-2022,Flipkart,iPhone,iPhone 12 64GB,New,799,78302,693.81,67380.92,0.132,Regular Sale,In Stock,4.5,1934,-0.160633073
21-04-2022,Amazon,iPhone,iPhone 12 Pro 128GB,Referbished,999,97902,654.48,56210.84,0.345,Regular Sale,In Stock,4.4,2859,-0.408208578
21-04-2022,Amazon,iPhone,iPhone 12 Pro 128GB,New,999,97902,899.38,88127.86,0.1,Regular Sale,In Stock,4.2,1887,0.299205546
21-04-2022,Flipkart,iPhone,iPhone 12 Pro 128GB,New,999,97902,898.51,88361.63,0.101,Regular Sale,In Stock,4.6,1233,0.304386863
21-04-2022,Amazon,iPhone,iPhone 13 128GB,New,799,78302,806.92,80048.98,-0.01,Regular Sale,In Stock,4.6,737,0.12014391
21-04-2022,Amazon,iPhone,iPhone 13 128GB,New,799,78302,808.03,80655.09,-0.011,Regular Sale,In Stock,4.8,508,0.133577832
21-04-2022,Amazon,iPhone,iPhone 13 Pro Max 256GB,New,1199,117502,1196.25,118194.39,0.002,Regular Sale,In Stock,4.6,1098,0.965605102
22-04-2022,Flipkart,Watch,Apple Watch Series 7 (45mm),New,429,42042,420.87,41950.39,0.019,Regular Sale,Out of Stock,4.8,889,-0.724279556
22-04-2022,Flipkart,Watch,Apple Watch Series 7 (45mm),New,429,42042,427.61,41164,0.003,Regular Sale,In Stock,4.8,965,-0.741709235
22-04-2022,Amazon,Mac,MacBook Pro 14-inch M1 Pro 512GB,New,1999,195902,2022.12,198744.4,-0.012,Regular Sale,In Stock,4.5,415,2.75092888
22-04-2022,Amazon,Mac,MacBook Pro 14-inch M1 Pro 512GB,Referbished,1999,195902,1624.52,136135.68,0.187,Regular Sale,In Stock,4.1,594,1.363258828
22-04-2022,Amazon,iPad,iPad Air (5th Gen) 64GB,New,599,58702,610.27,59545.28,-0.019,Regular Sale,In Stock,4.9,161,-0.334303497
22-04-2022,Amazon,iPad,iPad Pro 11-inch (M1) 128GB,Referbished,799,78302,578.18,48248.5,0.276,Regular Sale,In Stock,3.9,609,-0.584687202
22-04-2022,Amazon,iPhone,iPhone 12 64GB,New,799,78302,687.62,66772.16,0.139,Regular Sale,In Stock,4.9,994,-0.17412573
22-04-2022,Flipkart,iPhone,iPhone 13 128GB,New,799,78302,809.95,79974.12,-0.014,Regular Sale,Out of Stock,4.4,1199,0.1184847
22-04-2022,Flipkart,iPhone,iPhone 13 128GB,New,799,78302,796.09,77695.23,0.004,Regular Sale,In Stock,4.2,872,0.067975004
22-04-2022,Flipkart,iPhone,iPhone 13 Pro Max 256GB,Referbished,1199,117502,975.37,82171.66,0.187,Regular Sale,Out of Stock,4.1,855,0.167191341
22-04-2022,Amazon,iPhone,iPhone 13 Pro Max 256GB,New,1199,117502,1195.14,119144.13,0.003,Regular Sale,In Stock,4.7,926,0.986655297
22-04-2022,Flipkart,iPhone,iPhone 13 Pro Max 256GB,Referbished,1199,117502,928.9,80122.86,0.225,Regular Sale,In Stock,4.1,316,0.121781398
23-04-2022,Amazon,Watch,Apple Watch Series 7 (45mm),New,429,42042,431.16,41488.58,-0.005,Regular Sale,In Stock,4.7,935,-0.73451519
23-04-2022,Amazon,Mac,MacBook Pro 14-inch M1 Pro 512GB,New,1999,195902,2038.15,196726.8,-0.02,Regular Sale,In Stock,4.3,376,2.706210459
23-04-2022,Flipkart,Mac,MacBook Pro 14-inch M1 Pro 512GB,New,1999,195902,1959.23,188813.91,0.02,Regular Sale,In Stock,4.2,405,2.530827853
23-04-2022,Amazon,iPad,iPad (9th Gen) 64GB,New,329,32242,332.65,33250.37,-0.011,Regular Sale,In Stock,4.9,693,-0.917108242
23-04-2022,Amazon,iPad,iPad Air (5th Gen) 64GB,Referbished,599,58702,487.63,41880.5,0.186,Regular Sale,In Stock,3.9,98,-0.72582861
23-04-2022,Amazon,iPad,iPad Air (5th Gen) 64GB,New,599,58702,602.53,58859.98,-0.006,Regular Sale,Low Stock,4.6,199,-0.3494926
23-04-2022,Flipkart,iPhone,iPhone 12 64GB,Referbished,799,78302,538.52,45172.34,0.326,Regular Sale,In Stock,3.9,2694,-0.652867722
23-04-2022,Flipkart,iPhone,iPhone 12 Pro 128GB,Referbished,999,97902,656.87,56622.82,0.342,Regular Sale,Out of Stock,3.9,2158,-0.399077385
23-04-2022,Amazon,iPhone,iPhone 12 Pro 128GB,New,999,97902,889.7,86569.5,0.109,Regular Sale,Out of Stock,4.2,1427,0.264665796
23-04-2022,Flipkart,iPhone,iPhone 12 Pro 128GB,New,999,97902,897.87,88591.63,0.101,Regular Sale,In Stock,4.8,1473,0.309484621
23-04-2022,Flipkart,iPhone,iPhone 13 128GB,New,799,78302,813.41,80152.33,-0.018,Regular Sale,In Stock,4.3,454,0.122434576
23-04-2022,Amazon,iPhone,iPhone 13 128GB,New,799,78302,806.45,78131.23,-0.009,Regular Sale,In Stock,4.3,885,0.077638581
23-04-2022,Flipkart,iPhone,iPhone 13 128GB,New,799,78302,810.4,80737.39,-0.014,Regular Sale,In Stock,4.3,1067,0.135401943
23-04-2022,Amazon,iPhone,iPhone 13 128GB,New,799,78302,784,77072.2,0.019,Regular Sale,In Stock,4.6,774,0.054166064
23-04-2022,Flipkart,iPhone,iPhone 13 Pro Max 256GB,Referbished,1199,117502,929.76,78087.94,0.225,Regular Sale,In Stock,4.3,1163,0.076679094
23-04-2022,Flipkart,iPhone,iPhone 13 Pro Max 256GB,New,1199,117502,1196.35,118496.54,0.002,Regular Sale,Low Stock,4.3,749,0.972302005
24-04-2022,Amazon,Watch,Apple Watch Series 6 ,Referbished,429,42042,240.68,20104.73,0.439,Regular Sale,Low Stock,4.1,1933,-1.208470387
24-04-2022,Amazon,Mac,MacBook Air M1 256GB,Referbished,999,97902,699.96,59491.18,0.299,Regular Sale,Out of Stock,4,1044,-0.335502578
24-04-2022,Flipkart,Mac,MacBook Air M1 256GB,New,999,97902,907.89,90100.33,0.091,Regular Sale,In Stock,4.4,1577,0.342923698
24-04-2022,Flipkart,Mac,MacBook Pro 14-inch M1 Pro 512GB,Referbished,1999,195902,1636.2,137277.9,0.181,Regular Sale,In Stock,4.1,318,1.388575182
24-04-2022,Flipkart,iPad,iPad (9th Gen) 64GB,Referbished,329,32242,274.26,22890.77,0.166,Regular Sale,Low Stock,4.4,409,-1.146720134
24-04-2022,Flipkart,iPad,iPad Air (4th Gen) 64GB,New,599,58702,489.49,47596.64,0.183,Regular Sale,In Stock,4.6,1082,-0.599135135
24-04-2022,Amazon,iPad,iPad Air (5th Gen) 64GB,New,599,58702,609.64,59260.96,-0.018,Regular Sale,In Stock,4.9,231,-0.340605213
24-04-2022,Amazon,iPhone,iPhone 12 64GB,New,799,78302,700.61,68605.06,0.123,Regular Sale,In Stock,4.4,2235,-0.133501031
24-04-2022,Amazon,iPhone,iPhone 12 Pro 128GB,Referbished,999,97902,693.66,59799.1,0.306,Regular Sale,In Stock,4.1,2805,-0.328677788
24-04-2022,Flipkart,iPhone,iPhone 13 128GB,New,799,78302,814.57,80997.94,-0.019,Regular Sale,Out of Stock,4.8,752,0.141176817
24-04-2022,Amazon,iPhone,iPhone 13 Pro Max 256GB,New,1199,117502,1177.24,116692.77,0.018,Regular Sale,In Stock,4.7,759,0.932322947
25-04-2022,Amazon,Watch,Apple Watch Series 7 (45mm),Referbished,429,42042,300.81,25954.03,0.299,Regular Sale,Low Stock,4.1,448,-1.078825532
25-04-2022,Flipkart,Mac,MacBook Air M1 256GB,New,999,97902,905.18,90055.14,0.094,Regular Sale,In Stock,4.2,2256,0.341922099
25-04-2022,Flipkart,Mac,MacBook Pro 14-inch M1 Pro 512GB,New,1999,195902,1977.3,195159.16,0.011,Regular Sale,In Stock,4.5,459,2.671465026
25-04-2022,Flipkart,iPad,iPad Air (4th Gen) 64GB,New,599,58702,489.26,47446.81,0.183,Regular Sale,In Stock,4.7,1710,-0.602455992
25-04-2022,Amazon,iPad,iPad Air (4th Gen) 64GB,New,599,58702,501.07,48515.79,0.163,Regular Sale,In Stock,4.6,2843,-0.578762942
25-04-2022,Amazon,iPad,iPad Air (5th Gen) 64GB,Referbished,599,58702,481.25,41415.95,0.197,Regular Sale,In Stock,3.8,240,-0.736124973
25-04-2022,Flipkart,iPad,iPad Air (5th Gen) 64GB,Referbished,599,58702,469.15,39459.17,0.217,Regular Sale,In Stock,4,122,-0.779495369
25-04-2022,Flipkart,iPad,iPad Air (5th Gen) 64GB,Referbished,599,58702,475.32,41021.35,0.206,Regular Sale,In Stock,4.4,219,-0.744870953
25-04-2022,Amazon,iPhone,iPhone 12 64GB,Referbished,799,78302,486.17,41092.85,0.392,Regular Sale,In Stock,4.1,1949,-0.743286215
25-04-2022,Amazon,iPhone,iPhone 12 64GB,New,799,78302,693.75,67149.93,0.132,Regular Sale,In Stock,4.3,1488,-0.165752773
25-04-2022,Flipkart,iPhone,iPhone 12 Pro 128GB,Referbished,999,97902,727.93,61496.69,0.271,Regular Sale,In Stock,4,2145,-0.291052122
26-04-2022,Flipkart,Watch,Apple Watch Series 7 (45mm),New,429,42042,420.72,41995.2,0.019,Regular Sale,In Stock,4.4,1084,-0.72328638
26-04-2022,Flipkart,Watch,Apple Watch Series 7 (45mm),New,429,42042,422.08,40740.74,0.016,Regular Sale,Low Stock,4.7,584,-0.751090439
26-04-2022,Amazon,Watch,Apple Watch Series 7 (45mm),New,429,42042,437.16,42656.13,-0.019,Regular Sale,In Stock,4.5,939,-0.708637418
26-04-2022,Amazon,Mac,MacBook Pro 14-inch M1 Pro 512GB,New,1999,195902,1969.55,193095.53,0.015,Regular Sale,In Stock,4.6,855,2.625726389
26-04-2022,Flipkart,Mac,MacBook Pro 14-inch M1 Pro 512GB,New,1999,195902,1963.27,195600.12,0.018,Regular Sale,In Stock,4.9,720,2.681238537
26-04-2022,Amazon,Mac,MacBook Pro 14-inch M1 Pro 512GB,New,1999,195902,2010.72,194331.36,-0.006,Regular Sale,In Stock,4.8,344,2.65311753
26-04-2022,Flipkart,iPad,iPad (9th Gen) 64GB,Referbished,329,32242,260.05,21714.38,0.21,Regular Sale,In Stock,4.4,1212,-1.172793837
26-04-2022,Amazon,iPad,iPad (9th Gen) 64GB,Referbished,329,32242,250.42,21589.99,0.239,Regular Sale,In Stock,4.3,1264,-1.175550838
26-04-2022,Flipkart,iPad,iPad Air (4th Gen) 64GB,New,599,58702,493.44,48151.4,0.176,Regular Sale,In Stock,4.8,2670,-0.586839342
26-04-2022,Flipkart,iPad,iPad Air (4th Gen) 64GB,New,599,58702,495.86,48472.22,0.172,Regular Sale,In Stock,4.6,2052,-0.579728635
26-04-2022,Amazon,iPad,iPad Air (5th Gen) 64GB,New,599,58702,608.39,59121.06,-0.016,Regular Sale,In Stock,4.8,161,-0.343705979
26-04-2022,Flipkart,iPad,iPad Air (5th Gen) 64GB,Referbished,599,58702,495.41,41679.1,0.173,Regular Sale,In Stock,4.1,209,-0.730292473
26-04-2022,Amazon,iPad,iPad Pro 11-inch (M1) 128GB,Referbished,799,78302,600.29,51772.52,0.249,Regular Sale,Low Stock,4.4,530,-0.506580238
26-04-2022,Amazon,iPad,iPad Pro 11-inch (M1) 128GB,New,799,78302,808.7,78991,-0.012,Regular Sale,In Stock,4.3,958,0.096694666
26-04-2022,Amazon,iPhone,iPhone 12 64GB,New,799,78302,686.71,68284.5,0.141,Regular Sale,Out of Stock,4.8,1069,-0.140605976
26-04-2022,Amazon,iPhone,iPhone 12 Pro 128GB,New,999,97902,902.25,87019.56,0.097,Regular Sale,In Stock,4.3,2906,0.274641001
26-04-2022,Flipkart,iPhone,iPhone 13 128GB,Referbished,799,78302,606.33,52509.57,0.241,Regular Sale,Low Stock,3.8,394,-0.49024414
26-04-2022,Flipkart,iPhone,iPhone 13 128GB,New,799,78302,797.51,78805.8,0.002,Regular Sale,In Stock,4.5,367,0.092589862
26-04-2022,Amazon,iPhone,iPhone 13 Pro Max 256GB,New,1199,117502,1184.95,114082.35,0.012,Regular Sale,In Stock,4.7,1140,0.874465166
26-04-2022,Amazon,iPhone,iPhone 13 Pro Max 256GB,New,1199,117502,1217.78,119644.29,-0.016,Regular Sale,In Stock,4.5,819,0.997740926
27-04-2022,Amazon,Watch,Apple Watch Series 7 (45mm),New,429,42042,433.37,42256.6,-0.01,Regular Sale,In Stock,4.8,559,-0.717492667
27-04-2022,Flipkart,Mac,MacBook Air M1 256GB,New,999,97902,894.91,86511.79,0.104,Regular Sale,Out of Stock,4.5,1852,0.263386702
27-04-2022,Amazon,Mac,MacBook Air M1 256GB,Referbished,999,97902,638.58,53215.61,0.361,Regular Sale,In Stock,3.8,2323,-0.474595352
27-04-2022,Flipkart,Mac,MacBook Pro 14-inch M1 Pro 512GB,New,1999,195902,1959.99,188775.17,0.02,Regular Sale,In Stock,4.7,920,2.529969213
27-04-2022,Amazon,iPad,iPad Air (4th Gen) 64GB,New,599,58702,489.05,47339.26,0.184,Regular Sale,In Stock,4.9,2417,-0.604839748
27-04-2022,Flipkart,iPad,iPad Air (4th Gen) 64GB,New,599,58702,501.91,49835.57,0.162,Regular Sale,In Stock,4.2,1060,-0.549511119
27-04-2022,Amazon,iPad,iPad Pro 11-inch (M1) 128GB,New,799,78302,811.4,78778.98,-0.016,Regular Sale,In Stock,4.6,1821,0.091995419
27-04-2022,Amazon,iPhone,iPhone 12 64GB,New,799,78302,701.83,69040.7,0.122,Regular Sale,Low Stock,4.3,2546,-0.123845434
27-04-2022,Flipkart,iPhone,iPhone 12 Pro 128GB,Referbished,999,97902,641.18,54436.28,0.358,Regular Sale,In Stock,4.4,1378,-0.44754022
27-04-2022,Amazon,iPhone,iPhone 12 Pro 128GB,New,999,97902,895.12,88022.31,0.104,Regular Sale,Out of Stock,4.4,2184,0.296866118
27-04-2022,Flipkart,iPhone,iPhone 13 128GB,New,799,78302,809.46,80605.7,-0.013,Regular Sale,In Stock,4.8,551,0.132483144
27-04-2022,Amazon,iPhone,iPhone 13 128GB,New,799,78302,786.62,77890,0.015,Regular Sale,In Stock,4.7,761,0.072291919
27-04-2022,Amazon,iPhone,iPhone 13 128GB,New,799,78302,784.36,77472.75,0.018,Regular Sale,In Stock,4.2,1162,0.063043921
27-04-2022,Amazon,iPhone,iPhone 13 128GB,New,799,78302,786.77,78199.55,0.015,Regular Sale,In Stock,4.4,958,0.079152837
27-04-2022,Flipkart,iPhone,iPhone 13 Pro Max 256GB,New,1199,117502,1182.86,113996.65,0.013,Regular Sale,In Stock,4.7,529,0.872565697
27-04-2022,Flipkart,iPhone,iPhone 13 Pro Max 256GB,New,1199,117502,1190.68,115520.92,0.007,Regular Sale,In Stock,4.9,810,0.90634987
28-04-2022,Flipkart,Watch,Apple Watch Series 7 (45mm),New,429,42042,422.29,41836.77,0.016,Regular Sale,In Stock,4.7,1044,-0.726797849
28-04-2022,Amazon,Mac,MacBook Air M1 256GB,New,999,97902,899.7,89441.92,0.099,Regular Sale,In Stock,4.8,2622,0.328330589
28-04-2022,Amazon,Mac,MacBook Pro 14-inch M1 Pro 512GB,New,1999,195902,1961.99,192861.62,0.019,Regular Sale,Low Stock,4.6,797,2.620541969
28-04-2022,Amazon,Mac,MacBook Pro 14-inch M1 Pro 512GB,Referbished,1999,195902,1671.09,140473.32,0.164,Regular Sale,In Stock,4.5,1007,1.459399001
28-04-2022,Amazon,iPad,iPad (9th Gen) 64GB,New,329,32242,329.85,32600.33,-0.003,Regular Sale,In Stock,4.9,892,-0.931515837
28-04-2022,Flipkart,iPad,iPad (9th Gen) 64GB,Referbished,329,32242,260.83,22285.98,0.207,Regular Sale,Out of Stock,3.9,967,-1.1601248
28-04-2022,Flipkart,iPad,iPad (9th Gen) 64GB,New,329,32242,329.43,32625.23,-0.001,Regular Sale,In Stock,4.7,1229,-0.930963949
28-04-2022,Amazon,iPad,iPad Air (5th Gen) 64GB,New,599,58702,609.13,60167.11,-0.017,Regular Sale,In Stock,4.4,239,-0.320521154
28-04-2022,Flipkart,iPad,iPad Air (5th Gen) 64GB,Referbished,599,58702,494.98,41678.43,0.174,Regular Sale,In Stock,3.8,202,-0.730307323
28-04-2022,Amazon,iPad,iPad Pro 11-inch (M1) 128GB,Referbished,799,78302,646.48,54280.66,0.191,Regular Sale,In Stock,4.1,863,-0.450989408
28-04-2022,Flipkart,iPhone,iPhone 12 64GB,New,799,78302,697.94,67148.54,0.126,Regular Sale,In Stock,4.4,850,-0.165783582
28-04-2022,Amazon,iPhone,iPhone 12 Pro 128GB,Referbished,999,97902,734.88,62815.25,0.264,Regular Sale,Low Stock,4.1,2230,-0.26182734
28-04-2022,Flipkart,iPhone,iPhone 12 Pro 128GB,Referbished,999,97902,667.92,55987.91,0.331,Regular Sale,In Stock,4.4,1169,-0.413149635
28-04-2022,Flipkart,iPhone,iPhone 13 128GB,Referbished,799,78302,582.11,49499.5,0.271,Regular Sale,In Stock,3.9,495,-0.556959831
29-04-2022,Flipkart,Watch,Apple Watch Series 7 (45mm),New,429,42042,424.14,41859.61,0.011,Regular Sale,In Stock,4.2,352,-0.726291619
29-04-2022,Amazon,Watch,Apple Watch Series 7 (45mm),Referbished,429,42042,347.24,29416.6,0.191,Regular Sale,In Stock,4,1119,-1.002080556
29-04-2022,Flipkart,Mac,MacBook Pro 14-inch M1 Pro 512GB,New,1999,195902,1981.02,197830.91,0.009,Regular Sale,In Stock,4.2,470,2.730682136
